data,localizacao,condutividade_uniao,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia
2008-04-29 00:00:00,353/30,350.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2008-11-05 00:00:00,353/30,330.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2009-10-19 00:00:00,353/30,320.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2014-03-03 00:00:00,353/30,269.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2014-09-01 00:00:00,353/30,375.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2016-09-05 00:00:00,353/30,242.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2017-09-04 00:00:00,353/30,520.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2018-03-05 00:00:00,353/30,435.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2018-09-03 00:00:00,353/30,510.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2020-03-02 00:00:00,353/30,437.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2020-09-07 00:00:00,353/30,507.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2021-03-01 00:00:00,353/30,452.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2021-09-06 00:00:00,353/30,481.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2023-03-27 00:00:00,353/30,794.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2023-09-04 00:00:00,353/30,864.0,153980.0,253010.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTA IRIA DA RIBEIRA DE SANTARÉM
2002-03-25 00:00:00,353/352,325.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2002-10-07 00:00:00,353/352,326.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2003-03-25 00:00:00,353/352,324.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2003-11-26 00:00:00,353/352,341.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2004-04-05 00:00:00,353/352,334.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2004-10-25 00:00:00,353/352,337.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2006-03-13 00:00:00,353/352,334.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2006-11-14 00:00:00,353/352,439.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2007-04-11 00:00:00,353/352,330.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2007-11-26 00:00:00,353/352,440.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2008-04-29 00:00:00,353/352,330.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2008-11-05 00:00:00,353/352,330.0,152660.0,252940.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,SANTARÉM (SÃO SALVADOR)
2012-12-19 00:00:00,364/125,612.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2014-03-03 00:00:00,353/677,411.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2014-09-01 00:00:00,353/677,413.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-03-02 00:00:00,353/677,376.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-09-14 00:00:00,353/677,362.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-03-07 00:00:00,353/677,242.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-09-05 00:00:00,353/677,257.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-03-06 00:00:00,353/677,350.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-09-04 00:00:00,353/677,470.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2018-03-05 00:00:00,353/677,408.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2018-09-03 00:00:00,353/677,421.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2019-03-04 00:00:00,353/677,390.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2019-09-02 00:00:00,353/677,380.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2020-05-12 00:00:00,353/677,410.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2021-09-06 00:00:00,353/677,423.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-04-04 00:00:00,353/677,420.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-09-12 00:00:00,353/677,419.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-03-06 00:00:00,353/677,421.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-09-04 00:00:00,353/677,421.0,153038.0,254418.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2014-03-10 00:00:00,353/678,348.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2014-09-08 00:00:00,353/678,359.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2015-03-16 00:00:00,353/678,310.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2015-09-14 00:00:00,353/678,319.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2016-03-14 00:00:00,353/678,209.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2016-09-12 00:00:00,353/678,216.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2017-03-13 00:00:00,353/678,320.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2017-09-11 00:00:00,353/678,410.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2018-03-12 00:00:00,353/678,365.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2018-09-10 00:00:00,353/678,363.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2019-03-18 00:00:00,353/678,340.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2019-09-09 00:00:00,353/678,330.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2020-09-14 00:00:00,353/678,490.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2021-03-08 00:00:00,353/678,363.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2021-09-13 00:00:00,353/678,364.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2022-03-14 00:00:00,353/678,374.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2022-09-19 00:00:00,353/678,368.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2023-03-13 00:00:00,353/678,362.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2023-09-11 00:00:00,353/678,361.0,155025.0,259816.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,ALCANHÕES
2014-03-03 00:00:00,353/680,480.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2014-09-01 00:00:00,353/680,448.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-03-02 00:00:00,353/680,396.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-09-14 00:00:00,353/680,402.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-03-07 00:00:00,353/680,280.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-09-05 00:00:00,353/680,289.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-03-06 00:00:00,353/680,390.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-09-04 00:00:00,353/680,550.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2018-10-19 00:00:00,353/680,630.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2019-09-02 00:00:00,353/680,430.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2020-03-02 00:00:00,353/680,461.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2020-09-07 00:00:00,353/680,464.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2021-03-01 00:00:00,353/680,463.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2021-09-06 00:00:00,353/680,472.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-04-04 00:00:00,353/680,579.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-09-12 00:00:00,353/680,572.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-03-06 00:00:00,353/680,472.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-09-04 00:00:00,353/680,480.0,152706.0,254706.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2014-03-03 00:00:00,353/681,393.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2014-09-01 00:00:00,353/681,390.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-03-02 00:00:00,353/681,383.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-09-14 00:00:00,353/681,344.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-03-07 00:00:00,353/681,222.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-09-05 00:00:00,353/681,242.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-03-06 00:00:00,353/681,330.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-09-04 00:00:00,353/681,440.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2018-03-05 00:00:00,353/681,388.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2018-09-03 00:00:00,353/681,390.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2019-03-04 00:00:00,353/681,370.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2019-09-02 00:00:00,353/681,350.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2020-03-02 00:00:00,353/681,531.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2020-09-07 00:00:00,353/681,393.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2021-03-01 00:00:00,353/681,390.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2021-09-06 00:00:00,353/681,408.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-03-07 00:00:00,353/681,391.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-09-12 00:00:00,353/681,429.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-03-06 00:00:00,353/681,395.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-09-04 00:00:00,353/681,394.0,152122.0,253640.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2014-03-03 00:00:00,353/682,381.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2014-09-01 00:00:00,353/682,378.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-03-02 00:00:00,353/682,353.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2015-09-14 00:00:00,353/682,342.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-03-07 00:00:00,353/682,216.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2016-09-05 00:00:00,353/682,248.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-03-06 00:00:00,353/682,330.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2017-09-04 00:00:00,353/682,440.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2018-03-05 00:00:00,353/682,380.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2018-09-03 00:00:00,353/682,399.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2019-03-04 00:00:00,353/682,370.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2019-09-02 00:00:00,353/682,360.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2020-03-02 00:00:00,353/682,382.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2020-09-07 00:00:00,353/682,398.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2021-09-06 00:00:00,353/682,489.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-03-07 00:00:00,353/682,465.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2022-09-12 00:00:00,353/682,400.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-03-06 00:00:00,353/682,384.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2023-09-04 00:00:00,353/682,399.0,152148.0,253207.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM
2000-04-10 00:00:00,363/3,258.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2000-10-23 00:00:00,363/3,211.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2001-03-26 00:00:00,363/3,405.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2001-09-10 11:40:00,363/3,221.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2002-03-19 00:00:00,363/3,311.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2002-09-11 00:00:00,363/3,301.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2003-03-12 00:00:00,363/3,330.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2003-09-15 00:00:00,363/3,278.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2004-03-15 00:00:00,363/3,286.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2004-09-20 00:00:00,363/3,291.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2006-04-03 00:00:00,363/3,334.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2006-11-06 00:00:00,363/3,288.0,126670.0,245225.0,80.0,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,OTA
2004-03-10 00:00:00,330/230,214.0,174000.0,271850.0,,T7 - ALUVIÕES DO TEJO,,
2013-03-20 00:00:00,364/125,554.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2013-06-26 00:00:00,364/125,635.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2013-12-11 00:00:00,364/125,608.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2014-03-05 00:00:00,364/125,601.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2014-06-11 00:00:00,364/125,643.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2014-09-16 00:00:00,364/125,584.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2014-12-23 00:00:00,364/125,577.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2015-02-18 00:00:00,364/125,562.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2015-09-01 00:00:00,364/125,601.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2015-12-01 00:00:00,364/125,587.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2016-01-19 00:00:00,364/125,709.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2016-04-26 00:00:00,364/125,635.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2016-08-02 00:00:00,364/125,620.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2016-11-02 00:00:00,364/125,600.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2017-02-07 00:00:00,364/125,618.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2017-08-22 00:00:00,364/125,590.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2017-11-21 00:00:00,364/125,623.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2018-06-05 00:00:00,364/125,577.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2018-09-04 00:00:00,364/125,585.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2018-12-04 00:00:00,364/125,601.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2019-02-05 00:00:00,364/125,619.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2019-03-26 00:00:00,364/125,574.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2019-09-24 00:00:00,364/125,578.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2019-11-19 00:00:00,364/125,597.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2020-02-11 00:00:00,364/125,581.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2020-03-24 00:00:00,364/125,610.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
2020-05-26 00:00:00,364/125,611.0,140094.0,242941.0,,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,PONTÉVEL
